,isfake,title
6587,true,If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.
6588,false,Seth Magaziner plans to spend billions more of your money.
6589,pants-fire,"President Barack Obama wants to take in 250,000 (people) from Syria."
6590,pants-fire,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold."
6591,true,Virginias educational level among whites is higher than Georgias.
6592,false,Says the Donald J.Trump Foundations money is his money.
6593,true,Its been nearly three weeks since the president has commented on questions about possible hidden wait lists at veterans hospitals.
6594,false,On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation.
6595,half-true,"41,200 veterans in Florida dont have health care because Scott didnt expand Medicaid."
6596,barely-true,[Hillary Clinton]s not trusted -- virtually at all.
6597,false,The Republicans just voted last year to end Medicare.
6598,barely-true,A proposed U.S. Labor Department rule for children working on farms would even ban youth from operating a battery-powered screwdriver or a pressurized garden hose.
6599,true,"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel."
6600,pants-fire,You know our current president is (Muslim). You know hes not even an American.
6601,true,Says the typical homeowner will pay $4 more per month if library district passes.
6602,pants-fire,Says the headlines tell the story of how Walker has mismanaged Milwaukee County
6603,true,Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.
6604,barely-true,8 Syrians caught at Texas border in Laredo.
6605,half-true,Five members of [the Common Cause Georgia] board accepted maximum campaign contributions.
6606,false,"Every other democracy in the world has a health care system that covers everybody, and we don't."
6607,false,"Says Tom Nelson backed higher taxes on Social Security, costing Wisconsin seniors $95 million."
6608,mostly-true,The U.S. has the highest unintended pregnancy rate of any Western industrialized country.
6609,half-true,Bill White used D.C. connections from his job in the Clinton administration to form a company that did business in the Middle East and defaulted on a $60 million loan.
6610,barely-true,Says Nathan Deal killed pro-gun bills in 2013.
6611,barely-true,I do provide universal health care.
6612,false,"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill."
6613,pants-fire,Says she was misquoted and didnt say that the Israeli ambassador said what the Republicans are doing is dangerous for Israel.
6614,mostly-true,"Says his promise of 250,000 new private sector jobs was a big goal."
6615,false,Says Donald Trump always pays his bills promptly.
6616,true,One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.
6617,true,More than three women per day lose their lives at the hands of their partners.
6618,mostly-true,Ninety percent of people living in Gaza dont have access even to water.
6619,pants-fire,Says Barack Obama said that ordinary men and women are too small-minded to govern their own affairs and that individuals should surrender their rights to an all-powerful sovereign.
6620,pants-fire,"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent."
6621,pants-fire,"Says a man in Ferguson, Mo., was photographed holding a sign that said, No mother should have to fear for her sons life every time he robs a store."
6622,half-true,Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.
6623,half-true,"America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton."
6624,false,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires."
6625,half-true,[Former Georgia congressman] Bob Barr voted ... to raise his own pay.
6626,half-true,Says Mitt Romneys plan calls for a $5 trillion tax cut.
6627,half-true,Louisianas film incentives program is so big they actually shot an upcoming film initially titled Dont Mess With Texas in New Orleans!
6628,true,"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother."
6629,half-true,It is estimated that Arizona has lost more than $100 million in hospitality industry revenues since passage of the Arizona immigration laws.
6630,mostly-true,The Seattle Times called Patty Murray a prolific sponsor of earmarks. Patty even defended the Bridge to Nowhere.
6631,mostly-true,Theres going to be a slowdown and delays in flights as a result of the sequester.
6632,true,Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.
6633,half-true,"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street."""
6634,mostly-true,There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break.
6635,mostly-true,New Jersey has the second highest rate of institutionalization of people with developmental disabilities in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey.
6636,barely-true,The spillover violence (from Mexico) in Texas is real and it is escalating.
6637,barely-true,"Says of Mitch McConnell,What can happen in 30 years? A senator can become a multi-millionaire in public office."
6638,half-true,"Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus."
